Record #,Wrinkles,Scars,Shell Segments,Color,Fangs for some reason,Nostril Size,Miscellaneous Abnormalities,Weight
17315,1,1,10,green,no,normal,6,27.5lb
17316,0,3,6,green,no,normal,0,20.4lb
17317,3,7,10,green,no,normal,0,17.8lb
17318,1,1,11,grayish-green,no,normal,2,21.5lb
17319,5,3,8,grayish-green,no,normal,0,23.0lb
17320,0,5,6,green,no,normal,0,20.4lb
17321,3,2,12,green,no,normal,2,19.1lb
17322,6,5,13,grayish-green,no,normal,0,23.5lb
17323,0,1,8,green,no,normal,5,23.4lb
17324,0,5,6,green,no,normal,0,20.4lb
17325,0,1,6,green,no,normal,0,20.4lb
17326,2,0,9,green,no,normal,0,17.7lb
17327,0,1,6,green,no,normal,0,20.4lb
17328,2,1,8,green,no,normal,0,16.0lb
17329,0,3,6,green,no,normal,0,20.4lb
17330,0,2,6,green,no,normal,0,20.4lb
17331,6,4,9,grayish-green,no,normal,0,22.5lb
17332,4,1,12,green,no,normal,0,17.4lb
17333,0,5,6,green,no,normal,0,20.4lb
17334,0,2,6,green,no,normal,0,20.4lb
17335,2,3,13,green,no,normal,2,21.0lb
17336,2,2,9,green,no,normal,0,19.3lb
17337,8,4,12,grayish-green,no,unusually small,0,23.4lb
17338,0,5,6,green,no,normal,0,20.4lb
17339,1,1,10,gray,yes,normal,1,4.4lb
17340,0,4,6,green,no,normal,0,20.4lb
17341,0,2,12,green,no,normal,3,20.4lb
17342,4,0,9,grayish-green,no,normal,2,26.8lb
17343,4,7,8,green,no,normal,0,19.9lb
17344,0,1,6,green,no,normal,0,20.4lb
17345,6,3,7,green,no,normal,0,17.4lb
17346,0,2,8,green,no,normal,2,18.7lb
17347,2,5,12,grayish-green,no,normal,0,21.5lb
17348,5,0,9,grayish-green,no,unusually large,0,20.7lb
17349,2,4,9,grayish-green,no,normal,0,18.8lb
17350,3,0,10,grayish-green,no,normal,0,18.4lb
17351,0,5,6,green,no,normal,0,20.4lb
17352,2,2,10,green,no,normal,0,14.3lb
17353,0,1,6,green,no,normal,0,20.4lb
17354,0,3,6,green,no,normal,0,20.4lb
17355,2,1,9,green,no,normal,0,17.2lb
17356,0,3,6,green,no,normal,0,20.4lb
17357,2,2,11,green,no,normal,0,19.3lb
17358,3,4,9,green,no,normal,1,19.4lb
17359,0,5,6,green,no,normal,0,20.4lb
17360,1,3,10,green,no,unusually large,2,21.2lb
17361,5,3,9,gray,yes,normal,2,4.7lb
17362,1,6,13,grayish-green,no,normal,0,20.3lb
17363,2,2,10,grayish-green,no,normal,0,21.7lb
17364,1,4,8,gray,yes,normal,0,4.0lb
17365,1,2,9,green,no,unusually large,1,17.2lb
17366,0,6,6,green,no,normal,0,20.4lb
17367,5,3,11,green,no,unusually large,2,20.3lb
17368,4,0,11,green,no,normal,1,16.6lb
17369,3,3,10,grayish-green,no,normal,1,23.1lb
17370,4,3,11,grayish-green,no,normal,0,26.0lb
17371,0,5,6,green,no,normal,0,20.4lb
17372,4,3,10,gray,yes,normal,0,4.8lb
17373,2,1,10,green,no,normal,1,20.1lb
17374,4,2,11,green,no,unusually large,5,21.3lb
17375,0,1,13,green,no,normal,0,18.5lb
17376,2,1,7,green,no,normal,1,16.4lb
17377,1,2,8,green,no,normal,0,16.8lb
17378,0,3,6,green,no,normal,0,20.4lb
17379,5,3,13,grayish-green,no,normal,1,24.0lb
17380,5,2,9,grayish-green,no,normal,1,21.7lb
17381,2,5,10,green,no,unusually small,2,20.4lb
17382,0,3,6,green,no,normal,0,20.4lb
17383,4,2,12,green,no,normal,0,17.2lb
17384,0,5,6,green,no,normal,0,20.4lb
17385,3,4,12,gray,yes,normal,3,6.1lb
17386,2,6,10,gray,yes,normal,0,4.2lb
17387,0,3,6,green,no,normal,0,20.4lb
17388,3,2,10,green,no,unusually large,1,21.6lb
17389,5,5,9,green,no,unusually large,1,21.6lb
17390,2,2,10,gray,yes,normal,1,5.1lb
17391,0,2,8,green,no,normal,2,17.4lb
17392,5,3,12,grayish-green,no,normal,1,20.7lb
17393,2,3,8,gray,yes,normal,1,4.1lb
17394,1,1,10,green,no,unusually large,3,17.6lb
17395,0,2,6,green,no,normal,0,20.4lb
17396,1,0,9,green,no,normal,1,16.8lb
17397,0,4,8,green,no,normal,3,18.6lb
17398,6,2,10,grayish-green,no,normal,3,22.3lb
17399,2,2,11,green,no,normal,0,16.9lb
17400,1,3,12,grayish-green,no,normal,0,20.0lb
17401,2,2,11,green,no,normal,5,22.7lb
17402,3,2,12,green,no,normal,2,19.7lb
17403,0,1,6,green,no,normal,0,20.4lb
17404,11,3,11,greenish-gray,no,normal,3,30.9lb
17405,5,1,13,grayish-green,no,normal,0,22.7lb
17406,4,1,9,green,no,normal,0,17.0lb
17407,6,1,10,grayish-green,no,normal,0,21.4lb
17408,3,4,9,green,no,normal,1,16.0lb
17409,1,3,12,gray,yes,normal,0,5.8lb
17410,0,5,6,green,no,normal,0,20.4lb
17411,4,3,12,gray,yes,normal,0,6.3lb
17412,4,2,13,grayish-green,no,unusually large,1,23.4lb
17413,3,1,11,green,no,normal,1,19.5lb
17414,0,0,10,green,no,unusually large,2,19.6lb
17415,6,2,13,grayish-green,no,normal,0,23.5lb
17416,5,3,10,green,no,normal,0,16.8lb
17417,3,1,10,green,no,normal,3,20.3lb
17418,2,3,12,grayish-green,no,normal,0,19.4lb
17419,5,4,9,grayish-green,no,normal,5,23.9lb
17420,1,1,13,green,no,normal,2,20.7lb
17421,6,2,12,green,no,normal,0,20.9lb
17422,3,0,9,green,no,unusually small,1,16.5lb
17423,5,4,10,green,no,normal,5,28.5lb
17424,3,3,10,green,no,unusually large,0,16.5lb
17425,5,3,10,gray,yes,normal,2,4.6lb
17426,0,2,12,green,no,normal,2,20.3lb
17427,1,2,8,green,no,normal,0,16.3lb
17428,0,6,6,green,no,normal,0,20.4lb
17429,2,3,11,green,no,normal,1,19.6lb
17430,0,1,11,grayish-green,no,normal,0,17.6lb
17431,0,3,6,green,no,normal,0,20.4lb
17432,7,7,9,grayish-green,no,unusually large,0,21.2lb
17433,9,4,11,grayish-green,no,normal,2,29.3lb
17434,1,1,10,green,no,normal,7,28.2lb
17435,4,3,10,grayish-green,no,normal,0,18.6lb
17436,4,2,9,grayish-green,no,normal,0,22.3lb
17437,4,3,11,grayish-green,no,normal,0,20.5lb
17438,0,1,6,green,no,normal,0,20.4lb
17439,3,9,9,green,no,normal,0,16.9lb
17440,0,0,9,green,no,normal,1,17.1lb
17441,2,6,12,grayish-green,no,normal,0,20.0lb
17442,6,3,8,green,no,normal,1,22.2lb
17443,0,5,6,green,no,normal,0,20.4lb
17444,6,5,12,greenish-gray,no,unusually large,1,29.2lb
17445,5,2,16,gray,yes,unusually large,4,7.5lb
17446,3,3,12,green,no,normal,1,20.5lb
17447,2,0,8,green,no,normal,0,15.6lb
17448,0,2,6,green,no,normal,0,20.4lb
17449,4,5,9,green,no,unusually large,6,21.5lb
17450,1,2,12,green,no,unusually small,6,21.7lb
17451,5,3,10,grayish-green,no,normal,2,25.8lb
17452,3,3,10,green,no,normal,0,19.7lb
17453,2,1,9,green,no,normal,0,18.3lb
17454,4,1,10,gray,yes,unusually small,4,4.7lb
17455,3,4,11,green,no,normal,1,18.4lb
17456,2,2,10,green,no,normal,5,24.5lb
17457,2,4,8,grayish-green,no,unusually large,2,21.9lb
17458,2,2,9,gray,yes,normal,1,4.9lb
17459,0,4,6,green,no,normal,0,20.4lb
17460,2,2,9,grayish-green,no,normal,1,19.4lb
17461,4,3,11,green,no,normal,0,17.5lb
17462,5,5,11,grayish-green,no,normal,0,23.1lb
17463,6,1,10,grayish-green,no,normal,3,25.4lb
17464,2,4,9,green,no,unusually large,2,21.5lb
17465,0,2,6,green,no,normal,0,20.4lb
17466,6,2,12,grayish-green,no,normal,1,25.7lb
17467,1,4,11,green,no,normal,0,16.4lb
17468,7,5,11,grayish-green,no,normal,3,24.7lb
17469,0,4,6,green,no,normal,0,20.4lb
17470,1,3,9,grayish-green,no,unusually large,5,26.8lb
17471,0,1,9,green,no,normal,7,17.6lb
17472,3,2,9,green,no,normal,0,18.2lb
17473,3,5,12,grayish-green,no,normal,1,29.4lb
17474,0,6,6,green,no,normal,0,20.4lb
17475,3,2,11,green,no,normal,0,16.8lb
17476,1,2,12,green,no,normal,3,22.7lb
17477,5,3,14,gray,yes,normal,0,6.2lb
17478,7,3,9,gray,yes,unusually large,3,4.8lb
17479,1,1,7,green,no,unusually small,3,19.8lb
17480,6,4,10,grayish-green,no,normal,0,20.5lb
17481,0,4,9,green,no,normal,4,17.2lb
17482,5,3,15,grayish-green,no,normal,0,29.0lb
17483,3,4,9,gray,yes,normal,0,4.5lb
17484,4,1,12,green,no,unusually small,4,25.6lb
17485,5,3,10,grayish-green,no,normal,0,21.1lb
17486,2,5,12,grayish-green,no,normal,0,22.6lb
17487,0,5,6,green,no,normal,0,20.4lb
17488,0,4,6,green,no,normal,0,20.4lb
17489,0,6,6,green,no,normal,0,20.4lb
17490,5,0,13,gray,yes,normal,0,6.2lb
17491,0,4,6,green,no,normal,0,20.4lb
17492,2,3,12,green,no,normal,0,16.0lb
17493,0,2,11,green,no,normal,0,16.4lb
17494,3,4,8,gray,yes,unusually small,0,4.1lb
17495,3,3,7,green,no,normal,3,24.1lb
17496,5,4,11,green,no,normal,0,17.2lb
17497,3,2,9,green,no,normal,1,16.7lb
17498,0,1,11,green,no,normal,0,18.2lb
17499,2,0,11,green,no,normal,1,16.6lb
17500,4,0,11,green,no,normal,1,22.6lb
17501,5,3,10,grayish-green,no,normal,1,25.4lb
17502,0,1,13,gray,yes,normal,2,5.7lb
17503,3,4,10,green,no,normal,0,17.5lb
17504,3,4,12,grayish-green,no,normal,0,22.9lb
17505,1,1,10,green,no,normal,5,26.7lb
17506,0,0,8,green,no,unusually large,0,18.1lb
17507,6,3,11,grayish-green,no,normal,1,20.0lb
17508,4,1,13,grayish-green,no,normal,0,23.0lb
17509,0,5,6,green,no,normal,0,20.4lb
17510,0,5,6,green,no,normal,0,20.4lb
17511,2,1,9,green,no,unusually small,2,18.9lb
17512,2,3,9,green,no,unusually large,0,17.3lb
17513,0,5,6,green,no,normal,0,20.4lb
17514,0,6,6,green,no,normal,0,20.4lb
17515,0,4,10,green,no,normal,0,18.2lb
17516,0,6,6,green,no,normal,0,20.4lb
17517,0,2,6,green,no,normal,0,20.4lb
17518,1,2,11,green,no,normal,3,21.5lb
17519,0,2,8,green,no,normal,6,27.3lb
17520,3,2,12,green,no,normal,1,17.4lb
17521,6,4,8,grayish-green,no,normal,5,25.9lb
17522,3,2,9,gray,yes,unusually large,1,4.0lb
17523,2,1,8,green,no,normal,0,14.0lb
17524,5,3,11,green,no,normal,1,18.0lb
17525,0,6,6,green,no,normal,0,20.4lb
17526,3,1,13,green,no,normal,0,22.4lb
17527,0,6,6,green,no,normal,0,20.4lb
17528,3,3,11,green,no,normal,0,18.4lb
17529,4,3,11,grayish-green,no,normal,1,21.8lb
17530,2,6,10,grayish-green,no,normal,0,21.3lb
17531,3,1,12,grayish-green,no,normal,1,23.5lb
17532,2,1,11,green,no,normal,1,17.9lb
17533,0,4,6,green,no,normal,0,20.4lb
17534,2,4,12,green,no,normal,3,17.4lb
17535,1,2,9,green,no,normal,0,14.8lb
17536,4,2,10,green,no,normal,0,15.8lb
17537,3,5,12,grayish-green,no,normal,0,20.9lb
17538,0,0,10,green,no,normal,0,16.2lb
17539,2,4,10,green,no,normal,0,17.2lb
17540,6,5,13,grayish-green,no,normal,0,22.7lb
17541,7,0,9,green,no,normal,0,18.5lb
17542,2,2,8,green,no,unusually large,0,14.5lb
17543,1,1,10,gray,yes,normal,1,4.5lb
17544,5,4,7,grayish-green,no,unusually large,0,17.6lb
17545,2,5,9,green,no,normal,7,30.4lb
17546,0,1,6,green,no,normal,0,20.4lb
17547,2,4,14,grayish-green,no,unusually large,2,25.6lb
17548,10,2,10,gray,yes,normal,1,4.4lb
17549,7,1,11,grayish-green,no,unusually small,0,22.9lb
17550,2,1,7,green,no,normal,0,14.7lb
17551,0,3,6,green,no,normal,0,20.4lb
17552,4,4,10,green,no,normal,7,18.9lb
17553,2,1,9,green,no,normal,0,16.3lb
17554,11,4,12,greenish-gray,no,normal,0,26.0lb
17555,0,2,6,green,no,normal,0,20.4lb
17556,1,5,9,green,no,normal,1,16.6lb
17557,5,6,13,grayish-green,no,normal,0,23.2lb
17558,1,2,13,green,no,normal,0,19.0lb
17559,1,2,9,green,no,normal,0,16.3lb
17560,1,2,9,grayish-green,no,normal,2,20.2lb
17561,0,6,6,green,no,normal,0,20.4lb
17562,4,3,9,gray,yes,normal,3,5.0lb
17563,2,1,9,green,no,normal,0,17.6lb
17564,1,5,9,grayish-green,no,normal,1,22.5lb
17565,2,3,11,grayish-green,no,normal,0,19.7lb
17566,7,4,12,grayish-green,no,normal,0,24.8lb
17567,6,0,11,grayish-green,no,normal,2,20.8lb
17568,0,2,6,green,no,normal,0,20.4lb
17569,6,0,7,grayish-green,no,normal,0,16.8lb
17570,2,2,8,green,no,normal,3,19.5lb
17571,0,3,6,green,no,normal,0,20.4lb
17572,0,5,6,green,no,normal,0,20.4lb
17573,7,4,13,greenish-gray,no,unusually small,0,27.3lb
17574,0,6,6,green,no,normal,0,20.4lb
17575,3,3,10,green,no,normal,1,22.0lb
17576,3,2,9,grayish-green,no,normal,5,17.8lb
17577,2,4,9,green,no,normal,0,19.7lb
17578,2,2,11,green,no,unusually large,4,18.9lb
17579,2,1,9,green,no,normal,3,22.6lb
17580,0,3,6,green,no,normal,0,20.4lb
17581,2,1,8,green,no,unusually small,0,17.2lb
17582,0,5,6,green,no,normal,0,20.4lb
17583,0,2,6,green,no,normal,0,20.4lb
17584,4,2,13,grayish-green,no,normal,4,28.2lb
17585,5,1,10,green,no,unusually small,0,18.5lb
17586,1,4,9,green,no,unusually large,1,19.5lb
17587,0,1,6,green,no,normal,0,20.4lb
17588,0,3,6,green,no,normal,0,20.4lb
17589,2,5,12,grayish-green,no,normal,2,23.5lb
17590,1,2,10,green,no,normal,0,17.0lb
17591,3,2,12,green,no,normal,0,20.1lb
17592,1,2,10,green,no,normal,1,18.1lb
17593,3,6,10,grayish-green,no,normal,2,22.0lb
17594,1,3,10,gray,yes,normal,4,4.5lb
17595,2,4,10,gray,yes,normal,0,5.1lb
17596,0,2,11,green,no,normal,0,16.7lb
17597,7,1,10,grayish-green,no,unusually large,4,26.2lb
17598,2,2,10,green,no,normal,1,17.7lb
17599,6,4,11,grayish-green,no,normal,0,21.5lb
17600,3,2,11,green,no,normal,1,19.0lb
17601,0,4,6,green,no,normal,0,20.4lb
17602,2,1,12,green,no,normal,0,19.6lb
17603,0,3,6,green,no,normal,0,20.4lb
17604,2,2,9,grayish-green,no,normal,0,19.3lb
17605,0,7,13,gray,yes,unusually small,2,5.9lb
17606,1,1,10,green,no,unusually large,0,16.6lb
17607,0,1,6,green,no,normal,0,20.4lb
17608,3,6,9,green,no,unusually small,1,21.6lb
17609,5,1,11,green,no,unusually large,0,20.8lb
17610,5,2,10,green,no,unusually large,0,17.7lb
17611,3,4,9,green,no,normal,0,14.4lb
17612,4,1,9,grayish-green,no,unusually large,1,18.5lb
17613,0,1,9,gray,yes,normal,1,4.2lb
17614,1,2,11,green,no,normal,1,19.9lb
17615,3,2,10,green,no,normal,0,15.9lb
17616,2,0,10,green,no,unusually large,0,15.3lb
17617,3,2,11,grayish-green,no,normal,0,22.0lb
17618,4,4,9,green,no,normal,0,17.5lb
17619,3,1,10,green,no,unusually large,6,18.4lb
17620,0,1,6,green,no,normal,0,20.4lb
17621,4,1,11,grayish-green,no,normal,4,24.9lb
17622,0,3,6,green,no,normal,0,20.4lb
17623,0,6,6,green,no,normal,0,20.4lb
17624,4,1,12,grayish-green,no,normal,0,21.4lb
17625,8,2,9,greenish-gray,no,unusually small,0,24.8lb
17626,8,5,9,green,no,normal,0,22.5lb
17627,3,2,8,green,no,normal,5,21.9lb
17628,0,6,6,green,no,normal,0,20.4lb
17629,2,2,10,grayish-green,no,normal,0,19.0lb
17630,0,3,6,green,no,normal,0,20.4lb
17631,7,5,11,greenish-gray,no,unusually large,2,27.3lb
17632,5,5,9,green,no,normal,2,20.2lb
17633,3,4,10,green,no,normal,0,17.1lb
17634,2,0,13,grayish-green,no,normal,2,23.3lb
17635,1,2,10,green,no,unusually large,1,15.6lb
17636,0,3,6,green,no,normal,0,20.4lb
17637,5,3,7,grayish-green,no,normal,0,20.3lb
17638,0,2,8,green,no,unusually large,1,17.0lb
17639,0,1,6,green,no,normal,0,20.4lb
17640,4,1,9,green,no,normal,2,18.0lb
17641,0,6,11,gray,yes,normal,0,5.5lb
17642,0,5,6,green,no,normal,0,20.4lb
17643,0,5,6,green,no,normal,0,20.4lb
17644,5,5,10,grayish-green,no,normal,0,23.1lb
17645,4,2,9,green,no,normal,0,19.1lb
17646,0,1,6,green,no,normal,0,20.4lb
17647,7,4,9,grayish-green,no,normal,0,17.9lb
17648,0,1,6,green,no,normal,0,20.4lb
17649,1,3,9,green,no,normal,2,18.8lb
17650,7,3,13,gray,yes,unusually small,2,6.7lb
17651,2,2,9,green,no,unusually small,0,20.0lb
17652,3,2,12,green,no,normal,6,21.2lb
17653,0,3,6,green,no,normal,0,20.4lb
17654,4,3,9,green,no,normal,0,19.6lb
17655,5,7,9,grayish-green,no,normal,0,18.9lb
17656,5,5,9,green,no,normal,0,18.4lb
17657,5,3,12,grayish-green,no,unusually large,0,19.9lb
17658,2,1,8,green,no,normal,0,17.1lb
17659,3,4,11,green,no,normal,0,17.3lb
17660,5,3,10,grayish-green,no,normal,2,23.9lb
17661,1,1,11,green,no,normal,2,22.2lb
17662,0,6,6,green,no,normal,0,20.4lb
17663,0,2,9,green,no,normal,0,17.5lb
17664,3,3,7,green,no,normal,1,16.9lb
17665,3,2,10,green,no,normal,2,19.6lb
17666,3,1,9,green,no,normal,0,18.5lb
17667,4,4,9,green,no,normal,1,18.9lb
17668,3,2,14,green,no,normal,0,18.6lb
17669,4,0,8,green,no,normal,0,20.7lb
17670,0,3,12,green,no,normal,0,20.6lb
17671,3,1,10,green,no,unusually large,0,18.6lb
17672,0,2,6,green,no,normal,0,20.4lb
17673,2,2,11,green,no,normal,1,18.0lb
17674,2,3,11,grayish-green,no,normal,2,24.1lb
17675,0,3,6,green,no,normal,0,20.4lb
17676,3,1,10,green,no,normal,0,18.8lb
17677,0,1,6,green,no,normal,0,20.4lb
17678,3,1,11,grayish-green,no,normal,6,31.7lb
17679,0,6,6,green,no,normal,0,20.4lb
17680,3,3,11,green,no,normal,4,25.8lb
17681,5,3,12,grayish-green,no,unusually large,0,21.3lb
17682,5,1,8,grayish-green,no,normal,0,19.3lb
17683,3,1,11,grayish-green,no,normal,0,23.8lb
17684,5,1,10,green,no,unusually large,1,17.8lb
17685,4,3,10,green,no,normal,0,20.2lb
17686,3,4,10,green,no,normal,1,17.7lb
17687,2,1,11,gray,yes,normal,1,5.4lb
17688,1,3,10,green,no,normal,1,17.4lb
17689,7,2,10,grayish-green,no,normal,0,21.3lb
17690,4,5,10,grayish-green,no,normal,0,20.3lb
17691,4,4,12,grayish-green,no,normal,2,21.3lb
17692,0,2,6,green,no,normal,0,20.4lb
17693,2,2,8,green,no,normal,3,17.8lb
17694,4,0,11,grayish-green,no,unusually large,0,24.1lb
17695,1,1,11,green,no,normal,5,19.9lb
17696,2,3,12,green,no,unusually large,0,17.4lb
17697,4,2,10,green,no,unusually large,0,15.8lb
17698,3,2,11,green,no,normal,0,17.4lb
17699,2,6,9,grayish-green,no,normal,0,16.6lb
17700,2,2,11,green,no,unusually large,0,17.2lb
17701,2,4,10,grayish-green,no,normal,0,20.0lb
17702,2,0,8,green,no,unusually large,3,16.5lb
17703,4,0,10,green,no,normal,0,17.5lb
17704,3,2,9,green,no,normal,0,18.7lb
17705,0,3,6,green,no,normal,0,20.4lb
17706,3,3,11,green,no,unusually large,3,26.0lb
17707,4,4,10,green,no,unusually large,2,17.7lb
17708,3,2,11,grayish-green,no,normal,0,23.1lb
17709,1,1,10,green,no,normal,2,16.5lb
17710,5,5,11,grayish-green,no,normal,3,21.9lb
17711,8,1,11,grayish-green,no,normal,0,18.9lb
17712,1,4,10,green,no,normal,1,18.3lb
17713,6,2,11,gray,yes,normal,1,4.9lb
17714,6,4,10,greenish-gray,no,normal,4,30.3lb
17715,0,1,6,green,no,normal,0,20.4lb
17716,5,2,9,green,no,normal,1,15.2lb
17717,0,1,6,green,no,normal,0,20.4lb
17718,0,3,6,green,no,normal,0,20.4lb
17719,1,4,10,green,no,normal,2,20.8lb
17720,2,3,11,green,no,unusually large,0,18.3lb
17721,1,3,11,green,no,normal,3,23.6lb
17722,5,5,9,grayish-green,no,normal,1,18.9lb
17723,0,2,11,green,no,normal,0,18.2lb
17724,4,4,13,grayish-green,no,unusually large,3,24.1lb
17725,5,3,11,grayish-green,no,unusually small,2,22.7lb
17726,0,3,10,gray,yes,normal,0,4.6lb
17727,3,0,11,grayish-green,no,normal,5,16.1lb
17728,0,6,6,green,no,normal,0,20.4lb
17729,1,3,9,green,no,normal,0,16.9lb
17730,0,2,8,green,no,normal,0,17.9lb
17731,0,1,6,green,no,normal,0,20.4lb
17732,5,0,12,green,no,normal,0,19.1lb
17733,10,4,11,gray,yes,normal,4,5.1lb
17734,3,2,9,grayish-green,no,normal,0,16.7lb
17735,1,3,9,green,no,normal,1,17.6lb
17736,6,1,10,green,no,normal,0,21.3lb
17737,2,3,9,green,no,unusually small,1,17.6lb
17738,4,4,11,greenish-gray,no,normal,1,26.4lb
17739,0,3,6,green,no,normal,0,20.4lb
17740,2,3,11,green,no,normal,0,17.3lb
17741,4,1,8,gray,yes,unusually large,0,4.0lb
17742,2,3,9,green,no,normal,0,16.8lb
17743,4,4,8,grayish-green,no,normal,0,22.5lb
17744,0,6,6,green,no,normal,0,20.4lb
17745,3,1,11,green,no,normal,1,21.2lb
17746,4,2,10,grayish-green,no,normal,3,19.8lb
17747,1,2,13,green,no,normal,5,21.8lb
17748,7,0,13,gray,yes,normal,0,5.7lb
17749,0,1,6,green,no,normal,0,20.4lb
17750,6,7,14,grayish-green,no,normal,0,24.0lb
17751,3,2,11,gray,yes,unusually large,3,5.9lb
17752,2,1,9,green,no,normal,2,21.2lb
17753,0,2,6,green,no,normal,0,20.4lb
17754,4,3,9,gray,yes,normal,1,3.7lb
17755,2,2,9,green,no,normal,0,18.3lb
17756,3,2,9,green,no,normal,1,17.1lb
17757,6,3,10,grayish-green,no,normal,1,19.6lb
17758,3,2,8,green,no,normal,2,20.1lb
17759,0,2,6,green,no,normal,0,20.4lb
17760,1,4,10,green,no,normal,2,20.9lb
17761,4,3,10,grayish-green,no,normal,0,22.2lb
17762,7,3,9,grayish-green,no,normal,1,24.1lb
17763,3,4,13,green,no,normal,2,20.0lb
17764,2,0,11,gray,yes,normal,5,5.2lb
17765,1,6,9,grayish-green,no,normal,0,21.3lb
17766,6,4,11,gray,yes,normal,3,5.7lb
17767,4,1,11,green,no,normal,0,16.5lb
17768,13,4,13,greenish-gray,no,unusually small,1,29.3lb
17769,0,3,6,green,no,normal,0,20.4lb
17770,2,3,10,gray,yes,unusually small,2,5.6lb
17771,4,4,8,green,no,normal,3,21.1lb
17772,4,1,10,green,no,normal,0,17.6lb
17773,3,4,8,green,no,normal,1,16.3lb
17774,5,6,11,green,no,normal,1,19.7lb
17775,2,5,9,gray,yes,normal,1,4.6lb
17776,3,0,12,green,no,normal,4,25.5lb
17777,4,4,13,grayish-green,no,unusually large,4,27.0lb
17778,3,2,13,green,no,normal,1,20.7lb
17779,4,5,12,green,no,normal,1,23.4lb
17780,4,3,10,grayish-green,no,normal,0,20.5lb
17781,1,3,10,green,no,normal,0,19.0lb
17782,1,4,11,grayish-green,no,unusually large,0,19.7lb
17783,1,2,10,gray,yes,normal,0,5.2lb
17784,0,2,6,green,no,normal,0,20.4lb
17785,2,2,13,green,no,unusually small,0,18.9lb
17786,1,3,7,green,no,normal,0,15.8lb
17787,0,6,6,green,no,normal,0,20.4lb
17788,6,2,13,grayish-green,no,normal,5,24.5lb
17789,7,1,9,green,no,normal,2,20.0lb
17790,1,3,10,green,no,normal,1,16.4lb
17791,2,2,12,green,no,unusually large,5,20.4lb
17792,0,4,6,green,no,normal,0,20.4lb
17793,0,1,6,green,no,normal,0,20.4lb
17794,1,2,11,green,no,normal,3,25.0lb
17795,1,4,8,green,no,normal,2,19.1lb
17796,3,0,8,gray,yes,normal,6,3.5lb
17797,5,6,11,grayish-green,no,normal,6,34.4lb
17798,4,1,12,gray,yes,normal,0,6.2lb
17799,1,5,10,green,no,normal,0,18.3lb
17800,6,4,10,grayish-green,no,normal,2,22.3lb
17801,1,3,9,green,no,normal,0,16.5lb
17802,5,8,11,green,no,normal,0,21.6lb
17803,2,6,11,green,no,unusually large,0,21.6lb
17804,1,3,11,green,no,normal,0,15.8lb
17805,2,5,12,grayish-green,no,normal,0,25.0lb
17806,0,1,11,gray,yes,normal,0,5.0lb
17807,2,5,10,green,no,normal,3,21.2lb
17808,3,1,7,green,no,normal,0,17.1lb
17809,0,2,6,green,no,normal,0,20.4lb
17810,8,2,10,grayish-green,no,normal,4,26.5lb
17811,5,3,11,gray,yes,normal,3,5.4lb
17812,0,6,6,green,no,normal,0,20.4lb
17813,5,3,11,grayish-green,no,normal,1,26.1lb
17814,0,3,6,green,no,normal,0,20.4lb
17815,4,2,8,green,no,normal,0,18.8lb
17816,3,3,10,gray,yes,normal,0,5.4lb
17817,2,1,8,gray,yes,normal,0,4.6lb
17818,3,6,12,grayish-green,no,normal,3,27.1lb
17819,2,1,10,green,no,normal,0,16.4lb
17820,3,3,8,green,no,normal,0,18.7lb
17821,0,1,9,gray,yes,normal,0,4.0lb
17822,4,2,9,green,no,normal,0,19.4lb
17823,2,3,8,green,no,unusually large,2,18.7lb
17824,7,1,9,grayish-green,no,normal,1,23.1lb
17825,8,2,10,grayish-green,no,normal,3,28.4lb
17826,6,3,13,grayish-green,no,normal,1,21.8lb
17827,1,4,8,green,no,normal,5,21.0lb
17828,4,3,11,green,no,normal,0,17.3lb
17829,3,0,10,gray,yes,unusually small,0,5.5lb
17830,3,4,8,grayish-green,no,normal,4,23.6lb
17831,1,6,11,grayish-green,no,normal,3,22.0lb
17832,6,4,10,grayish-green,no,normal,0,24.4lb
17833,4,2,10,green,no,normal,2,23.4lb
17834,1,3,9,grayish-green,no,normal,2,21.8lb
17835,3,2,11,grayish-green,no,normal,2,19.5lb
17836,4,1,12,green,no,normal,2,22.5lb
17837,1,1,11,green,no,normal,0,15.5lb
17838,2,4,11,green,no,normal,2,21.1lb
17839,1,3,9,green,no,unusually large,5,20.0lb
17840,0,2,6,green,no,normal,0,20.4lb
17841,6,1,10,gray,yes,unusually large,1,4.7lb
17842,6,2,9,green,no,normal,3,20.5lb
17843,5,3,11,green,no,normal,1,21.6lb
17844,3,1,11,grayish-green,no,normal,3,26.2lb
17845,0,2,6,green,no,normal,0,20.4lb
17846,2,3,11,green,no,normal,1,18.8lb
17847,0,3,6,green,no,normal,0,20.4lb
17848,7,2,9,green,no,unusually small,0,20.0lb
17849,2,1,11,green,no,normal,0,24.6lb
17850,0,4,6,green,no,normal,0,20.4lb
17851,4,2,8,gray,yes,normal,0,4.1lb
17852,0,1,8,green,no,unusually large,5,15.7lb
17853,1,7,9,green,no,normal,1,17.2lb
17854,2,0,9,grayish-green,no,unusually large,2,22.8lb
17855,2,3,10,green,no,normal,2,15.9lb
17856,2,2,11,green,no,normal,2,19.0lb
17857,3,3,9,gray,yes,normal,1,5.1lb
17858,6,6,13,grayish-green,no,unusually large,3,27.1lb
17859,2,3,11,grayish-green,no,normal,0,20.4lb
